sample_id,split,marker_type,marker_id,marker_text,distance_m,x_deg,y_deg,occlusion_pct,lighting,qr_size_m,rgb_path,depth_path,disp_path,seg_path,fx,fy,cx,cy,baseline_m,img_width,img_height
qr_lighting_shadow,qr_lighting,qr,0,qr_10cm,0.6,0.0,0.0,0.0,shadow,0.1,qr_lighting/rgb_qr_lighting_shadow.png,qr_lighting/depth_mm_qr_lighting_shadow.png,qr_lighting/disp_qr_lighting_shadow.png,qr_lighting/seg_qr_lighting_shadow.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_distance_d030,aruco_4x4_50_distance,aruco_4x4_50,23,aruco_4x4_50_id23,0.3,0.0,0.0,0.0,normal,0.1,aruco_4x4_50_distance/rgb_aruco_4x4_50_distance_d030.png,aruco_4x4_50_distance/depth_mm_aruco_4x4_50_distance_d030.png,aruco_4x4_50_distance/disp_aruco_4x4_50_distance_d030.png,aruco_4x4_50_distance/seg_aruco_4x4_50_distance_d030.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_distance_d060,aruco_4x4_50_distance,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,0.0,0.0,normal,0.1,aruco_4x4_50_distance/rgb_aruco_4x4_50_distance_d060.png,aruco_4x4_50_distance/depth_mm_aruco_4x4_50_distance_d060.png,aruco_4x4_50_distance/disp_aruco_4x4_50_distance_d060.png,aruco_4x4_50_distance/seg_aruco_4x4_50_distance_d060.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_distance_d100,aruco_4x4_50_distance,aruco_4x4_50,23,aruco_4x4_50_id23,1.0,0.0,0.0,0.0,normal,0.1,aruco_4x4_50_distance/rgb_aruco_4x4_50_distance_d100.png,aruco_4x4_50_distance/depth_mm_aruco_4x4_50_distance_d100.png,aruco_4x4_50_distance/disp_aruco_4x4_50_distance_d100.png,aruco_4x4_50_distance/seg_aruco_4x4_50_distance_d100.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_distance_d150,aruco_4x4_50_distance,aruco_4x4_50,23,aruco_4x4_50_id23,1.5,0.0,0.0,0.0,normal,0.1,aruco_4x4_50_distance/rgb_aruco_4x4_50_distance_d150.png,aruco_4x4_50_distance/depth_mm_aruco_4x4_50_distance_d150.png,aruco_4x4_50_distance/disp_aruco_4x4_50_distance_d150.png,aruco_4x4_50_distance/seg_aruco_4x4_50_distance_d150.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_distance_d200,aruco_4x4_50_distance,aruco_4x4_50,23,aruco_4x4_50_id23,2.0,0.0,0.0,0.0,normal,0.1,aruco_4x4_50_distance/rgb_aruco_4x4_50_distance_d200.png,aruco_4x4_50_distance/depth_mm_aruco_4x4_50_distance_d200.png,aruco_4x4_50_distance/disp_aruco_4x4_50_distance_d200.png,aruco_4x4_50_distance/seg_aruco_4x4_50_distance_d200.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_distance_d250,aruco_4x4_50_distance,aruco_4x4_50,23,aruco_4x4_50_id23,2.5,0.0,0.0,0.0,normal,0.1,aruco_4x4_50_distance/rgb_aruco_4x4_50_distance_d250.png,aruco_4x4_50_distance/depth_mm_aruco_4x4_50_distance_d250.png,aruco_4x4_50_distance/disp_aruco_4x4_50_distance_d250.png,aruco_4x4_50_distance/seg_aruco_4x4_50_distance_d250.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_distance_d300,aruco_4x4_50_distance,aruco_4x4_50,23,aruco_4x4_50_id23,3.0,0.0,0.0,0.0,normal,0.1,aruco_4x4_50_distance/rgb_aruco_4x4_50_distance_d300.png,aruco_4x4_50_distance/depth_mm_aruco_4x4_50_distance_d300.png,aruco_4x4_50_distance/disp_aruco_4x4_50_distance_d300.png,aruco_4x4_50_distance/seg_aruco_4x4_50_distance_d300.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_distance_d350,aruco_4x4_50_distance,aruco_4x4_50,23,aruco_4x4_50_id23,3.5,0.0,0.0,0.0,normal,0.1,aruco_4x4_50_distance/rgb_aruco_4x4_50_distance_d350.png,aruco_4x4_50_distance/depth_mm_aruco_4x4_50_distance_d350.png,aruco_4x4_50_distance/disp_aruco_4x4_50_distance_d350.png,aruco_4x4_50_distance/seg_aruco_4x4_50_distance_d350.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_x_rotation_xm60,aruco_4x4_50_x_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,-60,0.0,0.0,normal,0.1,aruco_4x4_50_x_rotation/rgb_aruco_4x4_50_x_rotation_xm60.png,aruco_4x4_50_x_rotation/depth_mm_aruco_4x4_50_x_rotation_xm60.png,aruco_4x4_50_x_rotation/disp_aruco_4x4_50_x_rotation_xm60.png,aruco_4x4_50_x_rotation/seg_aruco_4x4_50_x_rotation_xm60.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_x_rotation_xm40,aruco_4x4_50_x_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,-40,0.0,0.0,normal,0.1,aruco_4x4_50_x_rotation/rgb_aruco_4x4_50_x_rotation_xm40.png,aruco_4x4_50_x_rotation/depth_mm_aruco_4x4_50_x_rotation_xm40.png,aruco_4x4_50_x_rotation/disp_aruco_4x4_50_x_rotation_xm40.png,aruco_4x4_50_x_rotation/seg_aruco_4x4_50_x_rotation_xm40.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_x_rotation_xm20,aruco_4x4_50_x_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,-20,0.0,0.0,normal,0.1,aruco_4x4_50_x_rotation/rgb_aruco_4x4_50_x_rotation_xm20.png,aruco_4x4_50_x_rotation/depth_mm_aruco_4x4_50_x_rotation_xm20.png,aruco_4x4_50_x_rotation/disp_aruco_4x4_50_x_rotation_xm20.png,aruco_4x4_50_x_rotation/seg_aruco_4x4_50_x_rotation_xm20.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_x_rotation_xp00,aruco_4x4_50_x_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0,0.0,0.0,normal,0.1,aruco_4x4_50_x_rotation/rgb_aruco_4x4_50_x_rotation_xp00.png,aruco_4x4_50_x_rotation/depth_mm_aruco_4x4_50_x_rotation_xp00.png,aruco_4x4_50_x_rotation/disp_aruco_4x4_50_x_rotation_xp00.png,aruco_4x4_50_x_rotation/seg_aruco_4x4_50_x_rotation_xp00.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_x_rotation_xp20,aruco_4x4_50_x_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,20,0.0,0.0,normal,0.1,aruco_4x4_50_x_rotation/rgb_aruco_4x4_50_x_rotation_xp20.png,aruco_4x4_50_x_rotation/depth_mm_aruco_4x4_50_x_rotation_xp20.png,aruco_4x4_50_x_rotation/disp_aruco_4x4_50_x_rotation_xp20.png,aruco_4x4_50_x_rotation/seg_aruco_4x4_50_x_rotation_xp20.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_x_rotation_xp40,aruco_4x4_50_x_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,40,0.0,0.0,normal,0.1,aruco_4x4_50_x_rotation/rgb_aruco_4x4_50_x_rotation_xp40.png,aruco_4x4_50_x_rotation/depth_mm_aruco_4x4_50_x_rotation_xp40.png,aruco_4x4_50_x_rotation/disp_aruco_4x4_50_x_rotation_xp40.png,aruco_4x4_50_x_rotation/seg_aruco_4x4_50_x_rotation_xp40.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_x_rotation_xp60,aruco_4x4_50_x_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,60,0.0,0.0,normal,0.1,aruco_4x4_50_x_rotation/rgb_aruco_4x4_50_x_rotation_xp60.png,aruco_4x4_50_x_rotation/depth_mm_aruco_4x4_50_x_rotation_xp60.png,aruco_4x4_50_x_rotation/disp_aruco_4x4_50_x_rotation_xp60.png,aruco_4x4_50_x_rotation/seg_aruco_4x4_50_x_rotation_xp60.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_y_rotation_ym60,aruco_4x4_50_y_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,-60,0.0,normal,0.1,aruco_4x4_50_y_rotation/rgb_aruco_4x4_50_y_rotation_ym60.png,aruco_4x4_50_y_rotation/depth_mm_aruco_4x4_50_y_rotation_ym60.png,aruco_4x4_50_y_rotation/disp_aruco_4x4_50_y_rotation_ym60.png,aruco_4x4_50_y_rotation/seg_aruco_4x4_50_y_rotation_ym60.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_y_rotation_ym40,aruco_4x4_50_y_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,-40,0.0,normal,0.1,aruco_4x4_50_y_rotation/rgb_aruco_4x4_50_y_rotation_ym40.png,aruco_4x4_50_y_rotation/depth_mm_aruco_4x4_50_y_rotation_ym40.png,aruco_4x4_50_y_rotation/disp_aruco_4x4_50_y_rotation_ym40.png,aruco_4x4_50_y_rotation/seg_aruco_4x4_50_y_rotation_ym40.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_y_rotation_ym20,aruco_4x4_50_y_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,-20,0.0,normal,0.1,aruco_4x4_50_y_rotation/rgb_aruco_4x4_50_y_rotation_ym20.png,aruco_4x4_50_y_rotation/depth_mm_aruco_4x4_50_y_rotation_ym20.png,aruco_4x4_50_y_rotation/disp_aruco_4x4_50_y_rotation_ym20.png,aruco_4x4_50_y_rotation/seg_aruco_4x4_50_y_rotation_ym20.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_y_rotation_yp00,aruco_4x4_50_y_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,0,0.0,normal,0.1,aruco_4x4_50_y_rotation/rgb_aruco_4x4_50_y_rotation_yp00.png,aruco_4x4_50_y_rotation/depth_mm_aruco_4x4_50_y_rotation_yp00.png,aruco_4x4_50_y_rotation/disp_aruco_4x4_50_y_rotation_yp00.png,aruco_4x4_50_y_rotation/seg_aruco_4x4_50_y_rotation_yp00.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_y_rotation_yp20,aruco_4x4_50_y_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,20,0.0,normal,0.1,aruco_4x4_50_y_rotation/rgb_aruco_4x4_50_y_rotation_yp20.png,aruco_4x4_50_y_rotation/depth_mm_aruco_4x4_50_y_rotation_yp20.png,aruco_4x4_50_y_rotation/disp_aruco_4x4_50_y_rotation_yp20.png,aruco_4x4_50_y_rotation/seg_aruco_4x4_50_y_rotation_yp20.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_y_rotation_yp40,aruco_4x4_50_y_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,40,0.0,normal,0.1,aruco_4x4_50_y_rotation/rgb_aruco_4x4_50_y_rotation_yp40.png,aruco_4x4_50_y_rotation/depth_mm_aruco_4x4_50_y_rotation_yp40.png,aruco_4x4_50_y_rotation/disp_aruco_4x4_50_y_rotation_yp40.png,aruco_4x4_50_y_rotation/seg_aruco_4x4_50_y_rotation_yp40.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_y_rotation_yp60,aruco_4x4_50_y_rotation,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,60,0.0,normal,0.1,aruco_4x4_50_y_rotation/rgb_aruco_4x4_50_y_rotation_yp60.png,aruco_4x4_50_y_rotation/depth_mm_aruco_4x4_50_y_rotation_yp60.png,aruco_4x4_50_y_rotation/disp_aruco_4x4_50_y_rotation_yp60.png,aruco_4x4_50_y_rotation/seg_aruco_4x4_50_y_rotation_yp60.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_occlusion_occ05,aruco_4x4_50_occlusion,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,0.0,0.05,normal,0.1,aruco_4x4_50_occlusion/rgb_aruco_4x4_50_occlusion_occ05.png,aruco_4x4_50_occlusion/depth_mm_aruco_4x4_50_occlusion_occ05.png,aruco_4x4_50_occlusion/disp_aruco_4x4_50_occlusion_occ05.png,aruco_4x4_50_occlusion/seg_aruco_4x4_50_occlusion_occ05.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_occlusion_occ10,aruco_4x4_50_occlusion,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,0.0,0.1,normal,0.1,aruco_4x4_50_occlusion/rgb_aruco_4x4_50_occlusion_occ10.png,aruco_4x4_50_occlusion/depth_mm_aruco_4x4_50_occlusion_occ10.png,aruco_4x4_50_occlusion/disp_aruco_4x4_50_occlusion_occ10.png,aruco_4x4_50_occlusion/seg_aruco_4x4_50_occlusion_occ10.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_occlusion_occ15,aruco_4x4_50_occlusion,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,0.0,0.15,normal,0.1,aruco_4x4_50_occlusion/rgb_aruco_4x4_50_occlusion_occ15.png,aruco_4x4_50_occlusion/depth_mm_aruco_4x4_50_occlusion_occ15.png,aruco_4x4_50_occlusion/disp_aruco_4x4_50_occlusion_occ15.png,aruco_4x4_50_occlusion/seg_aruco_4x4_50_occlusion_occ15.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_occlusion_occ20,aruco_4x4_50_occlusion,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,0.0,0.2,normal,0.1,aruco_4x4_50_occlusion/rgb_aruco_4x4_50_occlusion_occ20.png,aruco_4x4_50_occlusion/depth_mm_aruco_4x4_50_occlusion_occ20.png,aruco_4x4_50_occlusion/disp_aruco_4x4_50_occlusion_occ20.png,aruco_4x4_50_occlusion/seg_aruco_4x4_50_occlusion_occ20.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_lighting_bright,aruco_4x4_50_lighting,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,0.0,0.0,bright,0.1,aruco_4x4_50_lighting/rgb_aruco_4x4_50_lighting_bright.png,aruco_4x4_50_lighting/depth_mm_aruco_4x4_50_lighting_bright.png,aruco_4x4_50_lighting/disp_aruco_4x4_50_lighting_bright.png,aruco_4x4_50_lighting/seg_aruco_4x4_50_lighting_bright.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_lighting_normal,aruco_4x4_50_lighting,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,0.0,0.0,normal,0.1,aruco_4x4_50_lighting/rgb_aruco_4x4_50_lighting_normal.png,aruco_4x4_50_lighting/depth_mm_aruco_4x4_50_lighting_normal.png,aruco_4x4_50_lighting/disp_aruco_4x4_50_lighting_normal.png,aruco_4x4_50_lighting/seg_aruco_4x4_50_lighting_normal.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_lighting_dim,aruco_4x4_50_lighting,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,0.0,0.0,dim,0.1,aruco_4x4_50_lighting/rgb_aruco_4x4_50_lighting_dim.png,aruco_4x4_50_lighting/depth_mm_aruco_4x4_50_lighting_dim.png,aruco_4x4_50_lighting/disp_aruco_4x4_50_lighting_dim.png,aruco_4x4_50_lighting/seg_aruco_4x4_50_lighting_dim.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
aruco_4x4_50_lighting_shadow,aruco_4x4_50_lighting,aruco_4x4_50,23,aruco_4x4_50_id23,0.6,0.0,0.0,0.0,shadow,0.1,aruco_4x4_50_lighting/rgb_aruco_4x4_50_lighting_shadow.png,aruco_4x4_50_lighting/depth_mm_aruco_4x4_50_lighting_shadow.png,aruco_4x4_50_lighting/disp_aruco_4x4_50_lighting_shadow.png,aruco_4x4_50_lighting/seg_aruco_4x4_50_lighting_shadow.png,883.1514166656362,883.1514166656362,640.0,360.0,0.075,1280,720
